OrderID,CustomerID,OrderDate,ProductID,Quantity
173,486,2024-02-23,32,10
174,87,2024-03-30,41,3
175,253,2024-03-07,19,9
176,287,2024-04-10,26,9
177,392,2024-03-26,31,5
178,51,2024-04-01,31,2
179,309,2024-04-04,7,7
180,63,2024-04-24,49,3
181,43,2024-04-08,30,5
182,327,2024-02-23,10,7
183,446,2024-01-17,29,10
184,115,2024-04-11,8,1
185,165,2024-04-22,44,5
186,363,2023-08-06,27,5
187,351,2024-01-22,2,10
188,134,2024-04-06,46,5
189,144,2024-04-24,25,4
190,275,2024-04-12,6,9
191,17,2024-03-28,5,2
192,11,2024-04-24,3,3
193,451,2023-04-26,8,5
194,379,2023-08-14,12,10
195,368,2023-08-28,15,7
196,129,2024-04-01,20,2
197,350,2023-11-28,13,10
198,281,2024-04-16,20,5
199,362,2023-07-25,46,9
200,384,2023-06-13,21,9
201,109,2024-03-27,47,2
202,61,2024-04-19,41,4
203,70,2024-04-03,15,4
204,245,2024-03-31,24,4
205,261,2024-02-20,26,5
206,25,2024-04-17,16,4
207,300,2024-02-24,29,9
208,174,2024-03-15,39,2
209,216,2024-02-28,13,4
210,14,2024-04-11,24,1
211,140,2024-04-23,23,4
212,297,2024-01-27,21,9
213,427,2023-05-14,36,6
214,344,2023-07-22,38,7
215,106,2024-03-30,34,2
216,116,2024-04-25,3,3
217,423,2023-12-11,42,6
218,147,2024-04-23,21,4
219,101,2024-04-05,3,1
220,143,2024-04-20,27,5
221,495,2023-08-22,15,10
222,462,2023-10-07,32,5
223,188,2024-03-24,6,2
224,49,2024-04-10,48,5
225,401,2023-09-24,42,5
226,224,2024-04-10,48,3
227,343,2023-07-25,29,10
228,272,2024-03-27,18,5
229,47,2024-04-01,49,2
230,284,2024-02-22,11,9
231,79,2024-04-01,11,3
232,426,2023-05-17,10,10
233,364,2023-11-04,34,10
234,426,2023-06-22,17,9
235,310,2024-02-06,12,10
236,89,2024-04-01,39,2
237,259,2024-03-13,26,9
238,424,2023-06-03,8,9
239,237,2024-02-05,8,1
240,130,2024-04-23,1,2
241,119,2024-04-05,14,1
242,458,2023-11-23,14,5
243,438,2023-06-15,47,9
244,227,2024-02-05,48,3
245,141,2024-04-15,33,3
246,278,2024-04-18,26,5
247,407,2024-03-25,6,5
248,343,2023-06-05,22,8
249,346,2023-06-22,16,9
250,55,2024-03-31,34,2
251,102,2024-03-30,22,2
252,138,2024-03-31,12,4
253,101,2024-04-13,17,5
254,171,2024-02-18,31,1
255,400,2023-09-29,7,7
256,308,2024-03-24,18,5
257,433,2023-08-13,50,10
258,357,2024-02-20,12,6
259,54,2024-04-02,8,1
260,492,2023-08-21,32,7
261,500,2023-08-02,29,10
262,304,2024-03-11,34,6
263,234,2024-02-10,12,2
264,56,2024-04-16,32,1
265,148,2024-04-12,33,1
266,321,2024-03-05,20,9
267,217,2024-01-31,33,4
268,46,2024-04-21,3,1
269,55,2024-04-24,48,3
270,269,2024-02-12,46,9
271,63,2024-04-06,38,5
272,446,2023-11-19,11,6
273,400,2023-06-26,3,9
274,128,2024-04-07,1,2
275,232,2024-02-14,22,5
276,266,2024-02-22,44,6
277,63,2024-04-08,3,3
278,235,2024-02-29,13,1
279,479,2023-06-22,7,5
280,454,2024-01-14,22,5
281,481,2023-05-15,30,8
282,454,2023-11-01,20,7
283,215,2024-04-05,22,3
284,256,2024-03-30,21,9
285,51,2024-04-05,7,2
286,120,2024-04-21,50,2
287,43,2024-04-21,45,5
288,127,2024-04-02,8,2
289,418,2023-05-23,28,10
290,22,2024-04-25,17,1
291,6,2024-04-16,41,2
292,324,2024-04-12,1,9
293,142,2024-03-31,41,1
294,451,2023-06-17,11,9
295,68,2024-04-15,43,1
296,51,2024-04-16,27,4
297,150,2024-03-28,10,1
298,274,2024-03-15,49,5
299,485,2023-11-10,1,8
300,452,2023-09-10,14,6
301,244,2024-03-10,13,5
302,28,2024-04-11,34,2
303,116,2024-04-06,33,1
304,361,2023-12-20,16,10
305,226,2024-04-05,20,1
306,87,2024-04-01,29,5
307,497,2023-12-16,36,7
308,188,2024-03-25,29,3
309,416,2023-05-12,24,6
310,457,2023-05-13,36,5
311,107,2024-04-23,36,1
312,299,2024-02-18,12,5
313,431,2023-12-27,23,6
314,477,2023-07-26,5,10
315,96,2024-04-06,11,1
316,252,2024-03-26,2,10
317,136,2024-04-08,8,1
318,319,2024-04-11,3,8
319,93,2024-04-09,4,3
320,458,2023-11-13,3,8
321,340,2024-02-03,34,9
322,260,2024-02-06,16,7
323,361,2023-06-03,44,7
324,75,2024-04-13,30,3
325,77,2024-03-28,41,1
326,43,2024-04-12,42,2
327,299,2024-04-17,34,9
328,453,2023-08-19,19,5
329,351,2023-10-15,26,7
330,141,2024-04-24,23,4
331,40,2024-04-01,31,5
332,157,2024-04-22,7,4
333,181,2024-03-02,45,5
334,141,2024-04-12,17,3
335,166,2024-03-27,30,3
336,264,2024-03-20,49,5
337,55,2024-04-09,39,1
338,54,2024-04-14,36,2
339,93,2024-04-03,1,4
340,481,2023-09-20,10,5
341,408,2023-07-10,45,7
342,231,2024-02-22,34,1
343,232,2024-03-18,24,2
344,226,2024-04-19,32,3
345,442,2023-07-06,16,8
346,106,2024-04-01,46,2
347,94,2024-04-09,8,3
348,257,2024-02-23,27,8
349,194,2024-03-03,42,4
350,315,2024-03-12,41,10
351,66,2024-04-07,6,1
352,453,2023-10-21,10,8
353,222,2024-03-26,24,3
354,30,2024-04-16,46,2
355,184,2024-03-14,37,5
356,376,2024-02-02,17,9
357,276,2024-03-21,49,5
358,180,2024-03-07,4,2
359,446,2024-04-17,30,10
360,213,2024-04-23,1,3
361,281,2024-02-04,23,5
362,51,2024-04-25,37,3
363,53,2024-04-09,15,3
364,135,2024-04-15,1,5
365,473,2023-11-05,44,5
366,83,2024-04-02,15,5
367,214,2024-02-10,5,1
368,104,2024-04-06,31,5
369,297,2024-03-28,37,9
370,481,2024-04-13,9,7
371,459,2023-09-30,49,10
372,436,2023-10-31,37,10
373,390,2023-07-09,20,8
374,412,2024-02-25,14,7
375,261,2024-04-12,25,6
376,372,2023-10-29,2,9
377,230,2024-04-22,34,5
378,228,2024-03-12,40,4
379,269,2024-03-24,29,6
380,252,2024-02-05,50,7
381,107,2024-04-16,27,2
382,487,2023-06-28,31,6
383,197,2024-03-25,41,1
384,182,2024-04-07,40,3
385,407,2023-09-08,40,6
386,228,2024-04-04,32,2
387,385,2023-12-31,40,7
388,299,2024-04-23,26,10
389,332,2024-04-19,3,7
390,2,2024-04-18,25,5
391,425,2024-02-14,46,10
392,323,2024-04-17,11,7
393,336,2024-03-05,14,9
394,290,2024-02-27,5,6
395,144,2024-04-14,14,4
396,88,2024-04-02,28,3
397,413,2023-12-05,43,5
398,112,2024-04-15,15,2
399,88,2024-04-18,17,1
400,323,2024-02-04,43,7
401,10,2024-04-15,3,5
402,491,2024-02-11,46,5
403,405,2023-10-30,33,8
404,296,2024-02-01,14,9
405,415,2024-03-21,30,5
406,443,2024-01-29,41,10
407,371,2024-04-10,18,10
408,336,2023-06-30,30,9
409,121,2024-04-25,27,2
410,299,2024-03-01,34,6
411,405,2023-07-25,20,9
412,25,2024-04-08,20,3
413,472,2023-04-30,16,9
414,179,2024-03-12,34,4
415,332,2024-01-29,16,7
416,198,2024-04-08,40,3
417,235,2024-04-10,18,4
418,314,2024-02-10,24,6
419,186,2024-04-04,2,5
420,152,2024-04-11,7,2
421,310,2024-04-16,1,7
422,374,2024-04-08,29,8
423,227,2024-04-23,10,5
424,162,2024-04-07,39,5
425,300,2024-03-13,35,9
426,72,2024-04-06,8,3
427,245,2024-03-11,10,2
428,250,2024-02-02,18,3
429,271,2024-02-02,10,7
430,46,2024-04-12,46,1
431,346,2023-08-19,38,5
432,54,2024-04-01,40,4
433,101,2024-04-23,47,5
434,279,2024-03-11,1,9
435,111,2024-04-07,39,1
436,335,2024-01-17,9,8
437,438,2024-04-21,20,7
438,211,2024-03-01,21,2
439,410,2023-06-12,23,10
440,410,2023-08-10,42,7
441,63,2024-04-12,12,3
442,194,2024-03-27,40,2
443,455,2024-01-12,48,7
444,305,2024-01-30,1,9
445,47,2024-04-17,16,4
446,467,2023-12-16,39,9
447,320,2024-03-05,2,10
448,259,2024-03-14,10,9
449,185,2024-02-17,50,5
450,371,2024-01-25,13,9
451,24,2024-04-15,47,5
452,400,2023-08-08,17,5
453,209,2024-03-30,47,4
454,434,2023-10-05,41,9
455,273,2024-03-24,26,10
456,398,2023-08-02,38,10
457,373,2024-01-30,12,9
458,193,2024-02-06,16,2
459,11,2024-04-24,24,3
460,99,2024-04-02,7,5
461,39,2024-04-15,42,4
462,340,2024-01-01,27,7
463,434,2023-11-23,49,10
464,370,2023-08-01,2,9
465,202,2024-02-05,24,3
466,340,2024-02-28,15,10
467,171,2024-01-29,16,2
468,153,2024-04-22,23,1
469,202,2024-04-13,35,2
470,202,2024-02-04,8,5
471,134,2024-03-27,2,2
472,42,2024-04-19,41,5
473,349,2023-10-22,3,5
474,124,2024-04-23,39,5
475,66,2024-04-10,8,1
476,436,2023-07-28,24,8
477,470,2023-05-17,47,7
478,33,2024-04-07,15,4
479,479,2023-06-05,32,6
480,28,2024-04-20,47,2
481,302,2024-04-20,50,9
482,481,2023-05-23,43,5
483,96,2024-04-08,37,3
484,290,2024-03-03,14,8
485,298,2024-04-18,49,8
486,362,2023-09-08,42,7
487,96,2024-04-06,15,3
488,134,2024-04-15,37,1
489,85,2024-03-29,40,4
490,5,2024-04-18,44,3
491,25,2024-04-18,28,1
492,52,2024-04-11,16,3
493,421,2024-03-02,25,10
494,32,2024-04-06,48,2
495,243,2024-03-09,2,3
496,401,2023-08-30,30,9
497,468,2023-06-18,1,8
498,243,2024-04-10,12,5
499,303,2024-04-25,36,5
500,241,2024-04-20,38,2
501,491,2023-12-28,2,9
502,230,2024-01-28,47,2
503,438,2023-06-05,3,6
504,349,2023-10-30,44,8
505,181,2024-02-20,37,3
506,168,2024-02-05,14,2
507,68,2024-04-01,34,5
508,208,2024-01-27,38,1
509,83,2024-04-13,1,2
510,161,2024-04-17,12,5
511,400,2023-06-06,49,10
512,114,2024-04-06,27,3
513,137,2024-04-10,25,3
514,183,2024-02-09,1,5
515,285,2024-03-08,48,9
516,221,2024-03-23,22,4
517,297,2024-04-01,40,7
518,352,2023-06-30,36,8
519,149,2024-04-17,10,1
520,391,2023-06-07,24,8
521,52,2024-04-21,40,5
522,62,2024-04-11,28,3
523,87,2024-04-05,47,4
524,191,2024-03-09,14,3
525,49,2024-04-11,3,5
526,437,2023-08-08,27,7
527,119,2024-04-24,9,5
528,297,2024-03-20,48,7
529,449,2023-05-10,5,7
530,438,2024-01-14,46,7
531,228,2024-01-29,16,3
532,48,2024-04-20,13,3
533,270,2024-02-14,47,7
534,409,2023-05-04,33,9
535,59,2024-04-22,33,4
536,369,2024-03-15,49,5
537,311,2024-01-31,6,10
538,34,2024-03-28,42,3
539,301,2024-03-18,29,8
540,464,2024-04-01,35,6
541,12,2024-04-15,25,1
542,118,2024-04-23,48,1
543,217,2024-02-27,28,4
544,87,2024-03-30,46,2
545,445,2024-01-03,37,10
546,265,2024-04-07,2,6
547,5,2024-04-23,47,3
548,248,2024-01-27,1,3
549,326,2024-02-07,12,9
550,362,2023-07-11,22,5
551,272,2024-02-23,47,9
552,118,2024-04-19,22,3
553,68,2024-03-28,23,2
554,78,2024-04-10,41,3
555,139,2024-04-20,12,2
556,139,2024-04-01,42,4
557,149,2024-04-14,9,1
558,350,2023-10-27,6,10
559,98,2024-04-22,35,5
560,171,2024-04-13,28,3
561,303,2024-03-14,16,10
562,132,2024-04-01,27,5
563,284,2024-02-28,18,5
564,316,2024-04-12,28,7
565,316,2024-02-17,25,8
566,372,2023-05-13,23,10
567,374,2024-03-30,5,5
568,201,2024-04-04,9,4
569,193,2024-04-05,17,4
570,68,2024-04-24,9,2
571,7,2024-04-14,28,5
572,441,2023-09-16,24,9
573,438,2024-02-20,29,9
574,52,2024-04-18,30,2
575,359,2023-07-13,35,5
576,80,2024-03-31,46,4
577,380,2023-10-13,19,6
578,96,2024-04-01,37,1
579,106,2024-04-05,39,4
580,207,2024-03-02,4,5
581,24,2024-03-28,48,4
582,39,2024-04-25,45,1
583,475,2024-01-28,37,5
584,138,2024-04-12,34,4
585,412,2023-05-15,11,9
586,110,2024-04-01,25,4
587,419,2023-06-25,30,7
588,102,2024-04-15,49,5
589,321,2024-03-03,49,7
590,369,2023-08-02,12,7
591,249,2024-04-03,41,3
592,282,2024-04-23,41,9
593,35,2024-04-06,42,2
594,189,2024-03-17,23,2
595,312,2024-04-09,12,5
596,488,2023-06-12,28,8
597,404,2023-11-03,4,10
598,251,2024-04-16,1,8
599,244,2024-03-24,38,5
600,403,2023-11-23,10,8
601,441,2023-05-14,17,7
602,66,2024-04-09,32,1
603,380,2024-03-10,10,6
604,143,2024-04-20,1,5
605,107,2024-04-17,25,1
606,467,2023-11-23,38,8
607,483,2023-06-17,5,10
608,112,2024-04-06,48,3
609,305,2024-03-02,44,5
610,145,2024-04-04,26,2
611,210,2024-01-29,22,5
612,323,2024-03-16,50,8
613,356,2024-04-11,19,8
614,445,2023-12-23,28,8
615,122,2024-04-15,43,5
616,17,2024-04-20,36,2
617,245,2024-02-01,30,5
618,294,2024-04-13,23,7
619,97,2024-04-03,20,4
620,350,2024-04-14,41,6
621,318,2024-03-14,2,7
622,356,2024-03-19,26,6
623,391,2023-09-04,31,10
624,172,2024-02-17,49,5
625,232,2024-02-23,18,5
626,473,2023-09-21,33,10
627,345,2024-03-16,11,7
628,325,2024-03-25,8,9
629,324,2024-04-24,35,8
630,240,2024-03-21,37,4
631,74,2024-04-10,3,3
632,340,2023-12-18,33,8
633,65,2024-04-17,30,4
634,283,2024-03-28,22,9
635,434,2023-12-31,37,9
636,428,2024-02-29,17,6
637,273,2024-02-11,11,10
638,294,2024-03-14,25,9
639,235,2024-02-04,37,1
640,288,2024-02-01,26,5
641,465,2023-07-09,45,6
642,290,2024-02-24,41,9
643,250,2024-02-14,10,1
644,19,2024-04-05,2,5
645,423,2024-02-21,15,5
646,206,2024-04-01,48,2
647,389,2023-10-01,5,7
648,293,2024-03-03,25,7
649,32,2024-04-10,46,2
650,183,2024-02-23,17,4
651,168,2024-03-07,28,2
652,84,2024-04-01,32,3
653,460,2024-02-25,45,7
654,145,2024-04-14,44,4
655,148,2024-04-25,40,4
656,301,2024-01-29,44,9
657,46,2024-04-12,20,5
658,339,2024-03-02,14,8
659,471,2023-06-02,13,10
660,238,2024-04-06,20,5
661,182,2024-04-24,11,4
662,487,2023-06-05,25,6
663,228,2024-03-23,37,2
664,59,2024-04-03,32,2
665,294,2024-02-27,3,7
666,9,2024-04-04,6,1
667,397,2024-03-03,48,10
668,300,2024-02-11,19,10
669,197,2024-03-17,28,4
670,65,2024-04-13,41,3
671,98,2024-04-03,37,2
672,281,2024-02-13,36,9
673,146,2024-03-28,11,1
674,349,2023-07-22,35,9
675,233,2024-04-20,40,5
676,323,2024-04-01,27,6
677,315,2024-02-28,28,9
678,173,2024-02-19,41,3
679,475,2023-11-24,16,8
680,214,2024-02-20,19,3
681,82,2024-04-07,21,2
682,138,2024-04-19,24,2
683,232,2024-02-14,31,4
684,394,2023-08-02,5,6
685,393,2023-09-29,30,6
686,297,2024-04-16,14,7
687,30,2024-04-05,5,3
688,29,2024-04-22,50,2
689,394,2024-03-25,32,5
690,405,2023-10-25,28,6
691,196,2024-02-18,42,5
692,491,2023-11-02,48,9
693,476,2023-08-28,40,8
694,324,2024-04-19,24,8
695,426,2023-08-02,17,6
696,188,2024-02-08,27,1
697,160,2024-04-09,11,3
698,436,2023-12-03,14,10
699,140,2024-04-08,10,3
700,498,2024-04-20,27,8
701,29,2024-04-23,13,3
702,344,2023-07-30,49,9
703,403,2023-08-22,34,6
704,246,2024-04-17,3,1
705,395,2023-12-26,32,8
706,322,2024-04-05,40,8
707,489,2024-04-07,1,10
708,172,2024-04-18,46,3
709,173,2024-03-25,29,3
710,29,2024-04-23,18,3
711,448,2024-01-20,7,8
712,282,2024-04-08,40,9
713,146,2024-04-17,5,2
714,173,2024-02-18,32,2
715,385,2024-01-12,8,8
716,21,2024-04-24,4,2
717,285,2024-04-16,35,6
718,347,2024-04-12,49,9
719,401,2023-04-26,4,5
720,33,2024-04-04,32,1
721,408,2023-08-05,1,6
722,411,2023-09-04,7,6
723,153,2024-03-30,6,4
724,464,2023-11-15,50,7
725,370,2023-04-29,1,10
726,333,2024-03-29,23,8
727,227,2024-02-01,34,1
728,359,2023-08-25,8,5
729,16,2024-04-22,5,3
730,328,2024-04-05,28,6
731,443,2024-04-14,47,5
732,10,2024-04-01,14,5
733,141,2024-04-07,29,4
734,295,2024-03-27,49,8
735,32,2024-04-08,20,2
736,308,2024-02-24,42,6
737,190,2024-04-12,29,1
738,331,2024-03-11,49,8
739,376,2023-07-12,16,5
740,201,2024-02-03,21,4
741,267,2024-03-14,39,6
742,234,2024-03-22,12,3
743,488,2023-12-02,11,6
744,181,2024-04-10,34,2
745,443,2024-01-24,7,9
746,421,2023-07-10,10,6
747,212,2024-03-27,50,3
748,376,2023-11-25,37,5
749,166,2024-04-20,3,1
750,366,2023-07-07,24,5
751,415,2023-12-03,27,8
752,491,2023-04-29,28,8
753,52,2024-04-20,49,2
754,215,2024-03-28,17,4
755,152,2024-04-05,38,5
756,357,2024-01-17,37,8
757,468,2024-04-01,6,8
758,282,2024-04-16,2,6
759,386,2024-01-07,44,7
760,268,2024-04-20,45,9
761,249,2024-03-01,21,1
762,253,2024-03-26,28,9
763,187,2024-03-28,49,2
764,380,2024-03-17,45,6
765,170,2024-03-30,39,3
766,405,2024-01-11,50,5
767,154,2024-04-12,17,3
768,71,2024-03-27,23,1
769,169,2024-02-03,14,1
770,271,2024-04-01,6,10
771,440,2023-11-24,35,5
772,84,2024-04-23,48,1
773,329,2024-03-19,21,6
774,377,2023-11-22,35,7
775,181,2024-02-24,41,4
776,247,2024-04-11,24,5
777,260,2024-04-23,20,6
778,399,2023-07-06,5,6
779,349,2023-10-11,36,9
780,192,2024-02-17,27,1
781,136,2024-04-11,34,2
782,470,2023-06-27,23,7
783,142,2024-04-14,47,3
784,304,2024-04-07,43,7
785,170,2024-04-07,26,4
786,23,2024-04-24,16,2
787,203,2024-02-06,20,5
788,194,2024-04-14,41,2
789,32,2024-04-16,19,2
790,21,2024-04-15,10,4
791,346,2024-01-06,28,5
792,322,2024-02-13,35,6
793,464,2023-05-25,26,5
794,377,2023-08-14,17,8
795,50,2024-04-16,15,1
796,304,2024-02-19,12,6
797,234,2024-04-16,40,3
798,57,2024-04-13,40,3
799,382,2023-09-29,29,9
800,340,2024-04-07,47,9
801,92,2024-04-09,28,5
802,11,2024-03-30,8,1
803,250,2024-03-08,34,2
804,384,2023-09-09,23,10
805,313,2024-03-16,34,6
806,330,2024-03-13,22,6
807,402,2024-01-18,4,8
808,316,2024-01-30,5,6
809,83,2024-04-03,42,3
810,461,2023-05-28,31,9
811,10,2024-04-25,5,4
812,68,2024-04-10,32,1
813,266,2024-03-17,1,7
814,337,2024-04-08,17,10
815,495,2023-11-08,40,7
816,422,2023-11-22,45,5
817,192,2024-03-20,19,4
818,467,2023-12-02,28,7
819,38,2024-03-30,29,2
820,255,2024-01-27,10,10
821,389,2023-09-24,27,5
822,212,2024-04-22,20,5
823,109,2024-04-19,30,2
824,177,2024-02-23,4,3
825,299,2024-03-19,50,8
826,460,2023-06-06,37,5
827,487,2023-07-20,44,8
828,12,2024-04-05,50,4
829,466,2024-04-20,35,6
830,119,2024-03-28,16,3
831,468,2023-06-04,15,6
832,385,2023-05-19,13,5
833,376,2023-11-23,26,5
834,68,2024-04-21,39,2
835,360,2024-02-13,29,10
836,242,2024-04-22,36,5
837,226,2024-03-11,7,3
838,478,2023-08-24,44,8
839,439,2023-06-14,42,9
840,122,2024-04-16,25,3
841,445,2023-09-16,13,8
842,121,2024-04-04,20,1
843,280,2024-01-31,34,7
844,328,2024-03-09,34,9
845,450,2023-05-27,43,7
846,475,2023-05-15,35,7
847,70,2024-04-08,25,3
848,46,2024-03-30,43,5
849,324,2024-03-13,1,8
850,400,2023-06-24,3,6
851,10,2024-04-11,22,5
852,157,2024-04-07,45,3
853,160,2024-04-17,10,1
854,43,2024-04-09,16,1
855,467,2023-06-27,46,5
856,280,2024-02-09,42,5
857,43,2024-03-27,36,1
858,367,2023-10-18,3,10
859,425,2024-02-20,46,9
860,443,2023-12-15,8,8
861,282,2024-03-11,41,8
862,306,2024-02-16,2,6
863,40,2024-04-11,31,3
864,134,2024-04-24,14,1
865,414,2023-11-20,34,8
866,111,2024-04-05,25,2
867,214,2024-03-01,25,5
868,428,2023-06-10,36,9
869,323,2024-04-15,32,8
870,385,2023-11-19,41,9
871,126,2024-04-13,15,4
872,227,2024-03-10,24,5
873,434,2023-07-11,6,7
874,216,2024-04-12,38,3
875,386,2023-09-10,35,10
876,360,2023-08-03,14,8
877,415,2023-07-27,28,6
878,26,2024-04-05,33,1
879,434,2023-06-17,26,5
880,228,2024-03-31,35,5
881,129,2024-04-01,19,3
882,76,2024-04-16,21,3
883,30,2024-04-18,12,2
884,98,2024-03-28,49,1
885,358,2024-04-22,29,7
886,239,2024-04-15,13,1
887,328,2024-03-24,8,8
888,328,2024-03-22,15,7
889,286,2024-03-17,5,5
890,150,2024-04-20,14,2
891,255,2024-02-20,30,6
892,441,2023-08-24,10,10
893,405,2024-03-17,49,8
894,94,2024-04-05,10,4
895,252,2024-03-20,11,9
896,384,2023-12-14,31,6
897,404,2023-10-07,17,8
898,216,2024-02-03,38,3
899,333,2024-04-20,22,7
900,387,2024-03-10,12,7
901,37,2024-04-01,13,1
902,432,2023-12-09,31,10
903,403,2023-05-09,42,8
904,427,2024-01-14,6,5
905,261,2024-03-15,10,10
906,26,2024-04-20,37,2
907,459,2023-12-07,28,5
908,456,2023-11-03,17,10
909,120,2024-04-24,27,3
910,148,2024-04-06,8,5
911,500,2024-04-10,26,10
912,460,2024-02-08,35,9
913,306,2024-02-04,50,9
914,269,2024-02-15,31,6
915,135,2024-04-04,11,3
916,176,2024-04-22,9,1
917,149,2024-04-25,9,4
918,34,2024-04-17,6,4
919,387,2024-01-22,21,8
920,273,2024-02-27,15,5
921,101,2024-04-19,5,2
922,282,2024-04-10,12,10
923,62,2024-04-19,35,2
924,243,2024-04-12,36,3
925,185,2024-04-22,39,3
926,170,2024-02-22,31,3
927,327,2024-04-02,6,5
928,259,2024-04-10,32,7
929,73,2024-04-11,20,3
